2.700000000000000178e-01	3.946722720730090117e+00 1.225901036829547541e+00 1.607841378632821616e-01 2.213242439750979021e-02 8.010293013154796971e-02 8.784142971228108346e-03
2.900000000000000355e-01	4.473353882047496732e+00 1.316124877483057620e+00 3.092157078833519535e-01 5.628245564604021645e-02 8.310678973208340814e-02 8.885110795765356270e-03
3.099999999999999978e-01	3.924746363843681696e+00 1.490651410249173470e+00 1.938247265327054658e-01 1.529240313374147509e-01 2.292946348007124727e-02 2.443405329085039657e-02
3.300000000000000155e-01	3.599716238689297576e+00 2.004696943688653032e+00 2.048717365168627874e-02 7.340754074938495022e-02 2.803602526664417463e-03 2.736210063736991410e-02
3.500000000000000333e-01	3.590283284798973629e+00 2.340402032303536384e+00 2.038674540763806692e-02 1.161701933473866313e-02 4.305532559763479428e-03 1.766925283532391061e-02
3.699999999999999956e-01	3.889523944420849144e+00 4.581045801451027799e+00 2.048717365168627874e-02 9.513938135810050267e-03 8.611065119526958855e-03 1.514507469069688262e-03
3.900000000000000133e-01	3.833830185660672463e+00 2.674903053908209483e+00 2.048717365168627874e-02 6.409390009920363195e-03 8.711193772878138980e-03 1.514507469069688262e-03
4.100000000000000311e-01	2.072204997863149156e+00 3.820716348448220057e+00 2.862178504830325404e-02 1.001467159929058737e-03 1.832354542591690949e-02 4.705069878340410738e-02
4.299999999999999933e-01	1.170369383867774893e+00 4.171776510236283819e+00 8.455980287399778028e-02 9.013204555845521224e-04 2.112714771974998421e-02 5.260389279784007110e-02
4.500000000000000111e-01	3.363695439253520103e-01 4.881524657929372957e+00 7.391450214060461821e-02 7.210563644676416979e-03 1.501929986532792895e-02 2.998724730528635682e-02
4.700000000000000289e-01	2.226742334493159448e-01 4.421272546782098800e+00 2.146131700148216082e-01 8.111883692566997095e-03 1.401801263332208732e-03 5.856095624708590811e-03
4.899999999999999911e-01	2.505712303908142480e-01 5.128410849426916940e+00 2.471516305030042882e-01 1.181731216100771753e-02 1.501930033099061531e-03 5.957062517576282995e-03
5.100000000000000089e-01	7.134808043465200311e-02 2.784697036772524559e+00 3.867456044571200846e-01 2.083051729927319629e-02 1.882418869267281705e-02 3.230949189709538764e-03
5.300000000000000266e-01	4.224689056909055468e-02 2.707720675166105373e+00 1.820345553659916460e+00 2.143139764182423052e-02 2.292946348007124727e-02 3.331916315494619883e-03
5.500000000000000444e-01	4.304968460954368414e-02 2.359269881568089477e+00 1.562649007825137160e+00 2.317394933060151208e-01 5.467025218034793355e-02 3.099691996064149815e-02
5.700000000000000622e-01	4.505666039375923193e-02 2.170793189361325259e-01 5.089555985699094620e+00 2.528704423897164544e-01 1.170504106687368234e-01 5.967159393196963535e-02
5.899999999999999689e-01	4.445456765849457176e-02 2.205919311074910905e-01 6.352128447708845549e+00 2.658895431919842678e-01 1.250606954862283349e-01 5.300776036931083984e-02
6.099999999999999867e-01	3.251304869872787690e-02 9.644624437607775269e-02 5.407508986206213564e+00 5.848568418997529550e-01 8.130447397176214508e-02 8.279307575220092030e-02
6.300000000000000044e-01	2.528792655863463038e-02 5.810860920369286670e-02 6.302416804056276689e+00 4.900178941898243878e-01 8.000280147819678611e-02 9.127431711315639462e-02
6.500000000000000222e-01	2.488652953840806564e-02 6.503346979252676296e-02 5.298645879835702566e+00 7.941634492039282289e-01 1.072378026403210532e-01 1.130832255994294600e-01
6.700000000000000400e-01	4.315003060367928085e-03 8.309832706600681074e-02 4.559400182444599992e+00 2.997691683153370423e+00 1.632097198636313640e-01 1.714422387440844298e-01
6.900000000000000577e-01	4.415352315424569268e-03 8.209471933081309569e-02 4.055355521469491187e+00 2.944113191844425437e+00 1.568014860491557805e-01 1.749760986278447727e-01
7.100000000000000755e-01	4.616049893846123527e-03 8.349976717972040774e-02 3.362708320692751940e+00 4.728727447654679672e+00 3.497494234086909182e-01 2.122329827163351723e-01
7.299999999999999822e-01	5.017445516535097398e-03 8.259652319840994628e-02 9.655082084269343001e-01 4.692173973313187751e+00 4.597908357934480383e-01 2.659475038823634341e-01
7.500000000000000000e-01	5.017445516535097398e-03 7.707670300757364645e-02 1.083911988668454285e+00 4.677151899518376510e+00 6.385204894759095584e-01 3.827665231512886179e-01
7.700000000000000178e-01	1.956803812008650265e-02 1.856665369016718276e-02 7.676664266408742554e-01 5.807407769808295761e+00 1.367457205082156513e+00 5.573387393009496815e-01
7.900000000000000355e-01	2.006978206614038959e-02 1.856665369016718276e-02 1.377862767375340469e-01 4.973386145091507338e+00 1.225474700124151717e+00 5.758157291425543001e-01
8.100000000000000533e-01	1.776175805090905377e-02 5.600104488124160729e-02 1.355768739956168256e-01 4.273861343316262662e+00 4.256169226793883986e+00 6.672919651347332115e-01
8.300000000000000711e-01	1.635687313857471514e-02 1.088909177048382332e-01 1.127798805342512256e-01 2.903653787468910341e+00 3.261090535678991209e+00 1.125481029305698044e+00
8.499999999999999778e-01	1.736036103068248904e-02 1.056793893442197069e-01 9.892090579474481504e-02 3.199587448430615044e+00 3.899811297362809182e+00 1.440498510201967841e+00
8.699999999999999956e-01	2.027047964456194298e-02 1.074858773068406298e-01 1.009294557739942866e-01 1.406961181370579350e+00 4.616432225859875338e+00 1.438883099542936250e+00
8.900000000000000133e-01	2.017013085535116629e-02 1.118013697056264161e-01 4.348502918929135486e-02 1.204764950761516795e+00 4.642966386053365646e+00 1.958157130172176963e+00
9.100000000000000311e-01	9.031402209270693662e-03 1.494364735026479096e-01 2.932477716849770169e-02 9.273585737865496226e-01 5.876451020816669590e+00 2.937538778544100726e+00
9.300000000000000488e-01	6.623028473136853903e-03 1.326763077751016429e-01 2.882263967368533381e-02 6.843025171588942301e-01 3.895505683312075806e+00 3.807168978347491795e+00
9.500000000000000666e-01	7.726866086147132599e-03 9.554300039476729123e-02 2.832050404158731327e-02 4.622772445643669181e-01 3.967898841246435993e+00 4.431044963401780556e+00
9.699999999999999734e-01	9.834193454648639671e-03 3.111169077281092377e-02 2.822007579753909798e-02 1.388033535380567840e-01 2.405490946923249496e+00 4.222345736222216317e+00
9.899999999999999911e-01	9.834193454648639671e-03 9.032426774012591517e-03 2.440383791527962060e-02 1.341965961689421116e-01 2.312771828821261533e+00 4.547965109810736983e+00
1.010000000000000009e+00	1.505233701545115538e-03 5.620176493809840405e-03 2.339956478836923218e-02 9.153409743905044360e-02 1.760862751154374406e+00 3.896322808103194202e+00
1.030000000000000027e+00	2.006978259021698486e-04 4.215132370357380087e-03 1.817734452843521031e-02 2.734005279045615203e-02 1.931181508548101000e+00 2.306191071990404851e+00
1.050000000000000044e+00	8.429308542314301045e-03 5.319095477160925602e-03 7.029912470470954869e-04 2.723990637732162656e-02 1.314689442019098820e-01 1.790046854792899600e+00
1.070000000000000062e+00	2.237780794475517643e-02 7.727742678988531316e-03 7.029912470470954869e-04 7.000255524783556560e-02 1.020311126660596313e-01 2.468243259264056189e+00
1.090000000000000080e+00	2.227745915554439973e-02 7.527022156449873422e-03 8.034185597381343939e-04 7.651209073901851787e-02 1.101415335875053081e-01 2.252678357903052930e+00
1.110000000000000098e+00	1.977877039109078861e-01 2.207926446448018991e-03 9.038458724291733009e-04 5.297761283013760480e-02 1.092403757073446835e-01 1.583064165412397140e+00
1.130000000000000115e+00	1.355713875184215433e-01 1.003602961954680765e-03 5.322648038303647716e-03 8.412323863842514210e-03 1.112429487743682999e-01 9.787756606808071247e-01
1.150000000000000133e+00	6.783586349535751514e-02 1.304683862183131371e-03 2.068802827706835851e-02 8.312177450707987011e-03 1.878413834892279088e-01 1.168190073435548815e+00
1.169999999999999929e+00	6.763516964370287765e-02 2.007205923909361530e-03 2.119016390916637904e-02 1.532244780317938183e-02 2.129736680297714124e-01 4.228504951467872419e-01
1.189999999999999947e+00	1.816315320775216402e-02 2.007205923909361530e-03 6.929485041360269361e-03 1.662435490141597402e-02 1.959517969600706178e-01 4.882772206056064657e-01
1.209999999999999964e+00	1.796245562933061063e-02 8.932065814220476949e-03 3.012819380731166668e-04 2.273330474006082097e-02 1.072378026403210532e-01 5.461313955592447256e-01
1.229999999999999982e+00	1.796245562933061063e-02 1.073855191411396577e-02 7.431621604815464438e-03 3.735472392381077034e-02 5.096549200635422383e-02 8.074343851029122110e-01
1.250000000000000000e+00	1.475129064781882313e-02 2.217962588995416387e-02 3.826280892935733646e-02 4.216176666421903030e-02 4.575879830679131094e-02 3.904400219159461227e-01
1.270000000000000018e+00	1.414919698086243224e-02 4.837366036795404806e-02 3.755981680916289228e-02 1.772596917338351008e-02 2.523242436979915987e-02 8.450951665762990173e-02
1.290000000000000036e+00	1.354710331390603963e-02 7.035256992650626429e-02 2.942520354983156616e-02 9.513938135810050267e-03 6.808749359205695795e-03 7.824955439312010486e-02
1.310000000000000053e+00	6.522679218080212719e-03 1.435152225117351625e-02 4.760254807826677648e-02 8.412323863842514210e-03 6.908878012556877654e-03 7.410990060551005121e-02
1.330000000000000071e+00	5.920586016969684590e-03 1.405044123452460145e-02 0.000000000000000000e+00 4.706895861337761534e-03 5.206690439924110091e-03 6.603252681602535257e-02
1.350000000000000089e+00	4.816747938113542273e-03 9.433867819089905571e-03 0.000000000000000000e+00 4.706895861337761534e-03 5.006433133221748107e-03 1.616484240491707358e-01
1.370000000000000107e+00	2.006978259021698486e-04 0.000000000000000000e+00 2.048717365168627874e-02 1.502200739893588214e-03 1.211556891814367411e-02 7.592730467712852094e-02
1.390000000000000124e+00	2.006978259021698486e-04 0.000000000000000000e+00 3.052990492079016641e-02 1.001467189050056749e-04 2.923757050384640996e-02 5.169518703535262022e-02
1.410000000000000142e+00	1.404884795872872287e-03 4.014411906028954942e-04 2.179272778531261140e-02 5.007335799645293685e-04 2.843654127703695855e-02 3.877139120818402090e-02
1.429999999999999938e+00	2.006978346367798132e-03 3.010808711233345565e-04 1.506409806785229989e-03 2.303374491133633722e-03 1.682161562564919027e-02 3.806461923143195786e-02
1.449999999999999956e+00	2.006978346367798132e-03 2.007205953014477471e-04 1.506409806785229989e-03 2.403521137236144366e-03 1.501930033099061531e-03 4.048783211361300927e-02
1.469999999999999973e+00	0.000000000000000000e+00 0.000000000000000000e+00 3.012819380731166668e-04 4.807042274472288733e-03 1.501930033099061531e-03 1.151025653201224151e-02
1.489999999999999991e+00	0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.108949838644847814e-03 8.010293432251213699e-04 1.716441837098544752e-03
1.510000000000000009e+00	3.010467461320963920e-04 0.000000000000000000e+00 2.008546253820777706e-03 5.708362788298836608e-03 6.007719783149231569e-04 5.048358152593164852e-03
1.530000000000000027e+00	4.013956518043396973e-04 0.000000000000000000e+00 8.134612327974148974e-03 3.004401421545180458e-04 4.746098913906288130e-02 2.907854340613801394e-02
1.550000000000000044e+00	3.010467461320963920e-04 1.304683862183131371e-03 7.431621604815464438e-03 3.004401421545180458e-04 9.612351653038770510e-03 2.736210063736991410e-02
1.570000000000000062e+00	0.000000000000000000e+00 3.713330831169807823e-03 2.108973566511816722e-03 9.013204555845521224e-04 0.000000000000000000e+00 2.776597007217979432e-02
